RowId,Week Of,Operation Year,Operation Month,Division,Unit,Unit Description,Subcategory,Metric,Contacts,Human Service Acceptance,Service Resistance,Total
881,01/04/2020,2020,Jan,Central,Patrol,Patrol,N/A,Contacts,0,0,0,0
882,01/04/2020,2020,Jan,Central,BIKES,Bikes,N/A,Contacts,65,0,0,65
883,01/04/2020,2020,Jan,Central,BIKES,Bikes,N/A,Cite/Release_And_Comm_Court,0,0,8,8
884,01/04/2020,2020,Jan,Central,BIKES,Bikes,N/A,Booking_Misd,0,0,9,9
885,01/04/2020,2020,Jan,Central,BIKES,Bikes,N/A,Booking_Fel,0,0,6,6
886,01/04/2020,2020,Jan,Central,BIKES,Bikes,N/A,Felony_LFC,0,0,3,3
887,01/04/2020,2020,Jan,Central,SCU,Central Street Crimes Unit,N/A,Contacts,12,0,0,12
888,01/04/2020,2020,Jan,Central,SCU,Central Street Crimes Unit,CBI or CRT,Mental_Health,0,1,0,1
889,01/04/2020,2020,Jan,Central,SCU,Central Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,3,3
890,01/04/2020,2020,Jan,Central,SCU,Central Street Crimes Unit,N/A,Booking_Fel,0,0,1,1
891,01/04/2020,2020,Jan,Central,SCU,Central Street Crimes Unit,N/A,Felony_LFC,0,0,1,1
892,01/04/2020,2020,Jan,Fiesta,CIU/PAT,Criminal Investigations Unit/Patrol,N/A,Contacts,0,0,0,0
893,01/04/2020,2020,Jan,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Contacts,0,0,0,0
894,01/04/2020,2020,Jan,MFAC,CRT,Crisis Response Team,N/A,Contacts,0,0,0,0
895,01/04/2020,2020,Jan,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Contacts,0,0,0,0
896,01/04/2020,2020,Jan,Super,SCU,Superstition Street Crimes Unit,N/A,Contacts,0,0,0,0
897,01/11/2020,2020,Jan,Super,SCU,Superstition Street Crimes Unit,N/A,Contacts,0,0,0,0
898,01/11/2020,2020,Jan,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Contacts,0,0,0,0
899,01/11/2020,2020,Jan,MFAC,CRT,Crisis Response Team,N/A,Contacts,0,0,0,0
900,01/11/2020,2020,Jan,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Contacts,0,0,0,0
901,01/11/2020,2020,Jan,Fiesta,CIU/PAT,Criminal Investigations Unit/Patrol,N/A,Contacts,0,0,0,0
902,01/11/2020,2020,Jan,Central,SCU,Central Street Crimes Unit,N/A,Contacts,8,0,0,8
903,01/11/2020,2020,Jan,Central,SCU,Central Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,3,3
904,01/11/2020,2020,Jan,Central,SCU,Central Street Crimes Unit,N/A,Felony_LFC,0,0,2,2
905,01/11/2020,2020,Jan,Central,BIKES,Bikes,N/A,Contacts,82,0,0,82
906,01/11/2020,2020,Jan,Central,BIKES,Bikes,N/A,Cite/Release_And_Comm_Court,0,0,6,6
907,01/11/2020,2020,Jan,Central,BIKES,Bikes,N/A,Booking_Misd,0,0,5,5
908,01/11/2020,2020,Jan,Central,BIKES,Bikes,N/A,Booking_Fel,0,0,7,7
909,01/11/2020,2020,Jan,Central,BIKES,Bikes,N/A,Felony_LFC,0,0,3,3
910,01/11/2020,2020,Jan,Central,Patrol,Patrol,N/A,Contacts,0,0,0,0
911,05/11/2020,2020,May,Central,SCU,Central Street Crimes Unit,N/A,Contacts,59,0,0,59
912,05/11/2020,2020,May,Central,SCU,Central Street Crimes Unit,Triage Line/FIRE,Medical_Health,0,2,0,2
913,05/11/2020,2020,May,Central,SCU,Central Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,9,9
914,05/11/2020,2020,May,Central,SCU,Central Street Crimes Unit,N/A,Booking_Fel,0,0,4,4
915,05/11/2020,2020,May,Central,SCU,Central Street Crimes Unit,N/A,Felony_LFC,0,0,6,6
916,05/11/2020,2020,May,Central,BIKES,Bikes,N/A,Contacts,143,0,0,143
917,05/11/2020,2020,May,Central,BIKES,Bikes,CBI or CRT,Mental_Health,0,0,0,0
918,05/11/2020,2020,May,Central,BIKES,Bikes,Triage Line/FIRE,Medical_Health,0,0,0,0
919,05/11/2020,2020,May,Central,BIKES,Bikes,CBI or Raine,Shelter/Hotel,0,0,0,0
920,05/11/2020,2020,May,Central,BIKES,Bikes,N/A,Cite/Release_And_Comm_Court,0,0,19,19
921,05/11/2020,2020,May,Central,BIKES,Bikes,N/A,Booking_Misd,0,0,2,2
922,05/11/2020,2020,May,Central,BIKES,Bikes,N/A,Booking_Fel,0,0,3,3
923,05/11/2020,2020,May,Central,BIKES,Bikes,N/A,Felony_LFC,0,0,0,0
924,05/11/2020,2020,May,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Contacts,6,0,0,6
925,05/11/2020,2020,May,Fiesta,SCU,Fiesta Street Crimes Unit,CBI or CRT,Mental_Health,0,2,0,2
926,05/11/2020,2020,May,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,2,2
927,05/11/2020,2020,May,MFAC,CRT,Crisis Response Team,N/A,Contacts,2,0,0,2
928,05/11/2020,2020,May,MFAC,CRT,Crisis Response Team,CBI or CRT,Mental_Health,0,2,0,2
929,05/11/2020,2020,May,Super,SCU,Superstition Street Crimes Unit,N/A,Contacts,27,0,0,27
930,05/11/2020,2020,May,Super,SCU,Superstition Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,3,0,3
931,05/11/2020,2020,May,Super,SCU,Superstition Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,4,4
932,05/11/2020,2020,May,Super,SCU,Superstition Street Crimes Unit,N/A,Booking_Fel,0,0,1,1
933,05/11/2020,2020,May,Super,SCU,Superstition Street Crimes Unit,N/A,Felony_LFC,0,0,5,5
934,05/11/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Contacts,32,0,0,32
935,05/11/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,1,1
936,05/11/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Booking_Fel,0,0,8,8
937,05/18/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Contacts,50,0,0,50
938,05/18/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,CBI or CRT,Mental_Health,0,2,0,2
939,05/18/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,Triage Line/FIRE,Medical_Health,0,7,0,7
940,05/18/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,12,0,12
941,05/18/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,13,13
942,05/18/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Booking_Fel,0,0,8,8
943,05/18/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Felony_LFC,0,0,3,3
944,05/18/2020,2020,May,Super,SCU,Superstition Street Crimes Unit,N/A,Contacts,56,0,0,56
945,05/18/2020,2020,May,Super,SCU,Superstition Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,1,0,1
946,05/18/2020,2020,May,Super,SCU,Superstition Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,4,4
947,05/18/2020,2020,May,Super,SCU,Superstition Street Crimes Unit,N/A,Booking_Misd,0,0,1,1
948,05/18/2020,2020,May,Super,SCU,Superstition Street Crimes Unit,N/A,Booking_Fel,0,0,1,1
949,05/18/2020,2020,May,Super,SCU,Superstition Street Crimes Unit,N/A,Felony_LFC,0,0,4,4
950,05/18/2020,2020,May,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Contacts,21,0,0,21
951,05/18/2020,2020,May,Fiesta,SCU,Fiesta Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,1,0,1
952,05/18/2020,2020,May,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,3,3
953,05/18/2020,2020,May,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Booking_Misd,0,0,3,3
954,05/18/2020,2020,May,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Booking_Fel,0,0,1,1
955,05/18/2020,2020,May,Central,BIKES,Bikes,N/A,Contacts,149,0,0,149
956,05/18/2020,2020,May,Central,BIKES,Bikes,CBI or CRT,Mental_Health,0,0,0,0
957,05/18/2020,2020,May,Central,BIKES,Bikes,Triage Line/FIRE,Medical_Health,0,1,0,1
958,05/18/2020,2020,May,Central,BIKES,Bikes,CBI or Raine,Shelter/Hotel,0,10,0,10
959,05/18/2020,2020,May,Central,BIKES,Bikes,N/A,Cite/Release_And_Comm_Court,0,0,59,59
960,05/18/2020,2020,May,Central,BIKES,Bikes,N/A,Booking_Misd,0,0,3,3
961,05/18/2020,2020,May,Central,BIKES,Bikes,N/A,Booking_Fel,0,0,4,4
962,05/18/2020,2020,May,Central,BIKES,Bikes,N/A,Felony_LFC,0,0,6,6
963,05/18/2020,2020,May,Central,SCU,Central Street Crimes Unit,N/A,Contacts,54,0,0,54
964,05/18/2020,2020,May,Central,SCU,Central Street Crimes Unit,CBI or CRT,Mental_Health,0,2,0,2
965,05/18/2020,2020,May,Central,SCU,Central Street Crimes Unit,Triage Line/FIRE,Medical_Health,0,2,0,2
966,05/18/2020,2020,May,Central,SCU,Central Street Crimes Unit,N/A,Booking_Misd,0,0,21,21
967,05/18/2020,2020,May,Central,SCU,Central Street Crimes Unit,N/A,Booking_Fel,0,0,4,4
968,05/18/2020,2020,May,Central,SCU,Central Street Crimes Unit,N/A,Felony_LFC,0,0,7,7
969,05/25/2020,2020,May,Central,SCU,Central Street Crimes Unit,N/A,Contacts,15,0,0,15
970,05/25/2020,2020,May,Central,SCU,Central Street Crimes Unit,CBI or CRT,Mental_Health,0,1,0,1
971,05/25/2020,2020,May,Central,SCU,Central Street Crimes Unit,Triage Line/FIRE,Medical_Health,0,1,0,1
972,05/25/2020,2020,May,Central,SCU,Central Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,2,2
973,05/25/2020,2020,May,Central,BIKES,Bikes,N/A,Contacts,139,0,0,139
974,05/25/2020,2020,May,Central,BIKES,Bikes,CBI or CRT,Mental_Health,0,0,0,0
975,05/25/2020,2020,May,Central,BIKES,Bikes,Triage Line/FIRE,Medical_Health,0,0,0,0
976,05/25/2020,2020,May,Central,BIKES,Bikes,CBI or Raine,Shelter/Hotel,0,20,0,20
977,05/25/2020,2020,May,Central,BIKES,Bikes,N/A,Cite/Release_And_Comm_Court,0,0,45,45
978,05/25/2020,2020,May,Central,BIKES,Bikes,N/A,Booking_Misd,0,0,5,5
979,05/25/2020,2020,May,Central,BIKES,Bikes,N/A,Booking_Fel,0,0,7,7
980,05/25/2020,2020,May,Central,BIKES,Bikes,N/A,Felony_LFC,0,0,3,3
981,05/25/2020,2020,May,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Contacts,18,0,0,18
982,05/25/2020,2020,May,Fiesta,SCU,Fiesta Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,8,0,8
983,05/25/2020,2020,May,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,2,2
984,05/25/2020,2020,May,MFAC,CRT,Crisis Response Team,N/A,Contacts,1,0,0,1
985,05/25/2020,2020,May,MFAC,CRT,Crisis Response Team,CBI or CRT,Mental_Health,0,1,0,1
986,05/25/2020,2020,May,Super,SCU,Superstition Street Crimes Unit,N/A,Contacts,36,0,0,36
987,05/25/2020,2020,May,Super,SCU,Superstition Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,13,13
988,05/25/2020,2020,May,Super,SCU,Superstition Street Crimes Unit,N/A,Booking_Fel,0,0,2,2
989,05/25/2020,2020,May,Super,SCU,Superstition Street Crimes Unit,N/A,Felony_LFC,0,0,2,2
990,05/25/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Contacts,45,0,0,45
991,05/25/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,CBI or CRT,Mental_Health,0,2,0,2
992,05/25/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,Triage Line/FIRE,Medical_Health,0,4,0,4
993,05/25/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,1,0,1
994,05/25/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,5,5
995,05/25/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Booking_Fel,0,0,15,15
996,05/25/2020,2020,May,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Felony_LFC,0,0,3,3
997,06/01/2020,2020,Jun,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Contacts,10,0,0,10
998,06/01/2020,2020,Jun,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,3,3
999,06/01/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,N/A,Contacts,16,0,0,16
1000,06/01/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,3,0,3
1001,06/01/2020,2020,Jun,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Contacts,4,0,0,4
1002,06/01/2020,2020,Jun,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Booking_Misd,0,0,1,1
1003,06/01/2020,2020,Jun,Central,BIKES,Bikes,N/A,Contacts,0,0,0,0
1004,06/01/2020,2020,Jun,Central,BIKES,Bikes,CBI or CRT,Mental_Health,0,0,0,0
1005,06/01/2020,2020,Jun,Central,BIKES,Bikes,Triage Line/FIRE,Medical_Health,0,0,0,0
1006,06/01/2020,2020,Jun,Central,BIKES,Bikes,CBI or Raine,Shelter/Hotel,0,0,0,0
1007,06/01/2020,2020,Jun,Central,BIKES,Bikes,N/A,Cite/Release_And_Comm_Court,0,0,0,0
1008,06/01/2020,2020,Jun,Central,BIKES,Bikes,N/A,Booking_Misd,0,0,0,0
1009,06/01/2020,2020,Jun,Central,BIKES,Bikes,N/A,Booking_Fel,0,0,0,0
1010,06/01/2020,2020,Jun,Central,BIKES,Bikes,N/A,Felony_LFC,0,0,0,0
1011,06/08/2020,2020,Jun,Central,BIKES,Bikes,N/A,Contacts,76,0,0,76
1012,06/08/2020,2020,Jun,Central,BIKES,Bikes,CBI or CRT,Mental_Health,0,0,0,0
1013,06/08/2020,2020,Jun,Central,BIKES,Bikes,Triage Line/FIRE,Medical_Health,0,0,0,0
1014,06/08/2020,2020,Jun,Central,BIKES,Bikes,CBI or Raine,Shelter/Hotel,0,15,0,15
1015,06/08/2020,2020,Jun,Central,BIKES,Bikes,N/A,Cite/Release_And_Comm_Court,0,0,20,20
1016,06/08/2020,2020,Jun,Central,BIKES,Bikes,N/A,Booking_Misd,0,0,0,0
1017,06/08/2020,2020,Jun,Central,BIKES,Bikes,N/A,Booking_Fel,0,0,7,7
1018,06/08/2020,2020,Jun,Central,BIKES,Bikes,N/A,Felony_LFC,0,0,3,3
1019,06/08/2020,2020,Jun,Central,SCU,Central Street Crimes Unit,N/A,Contacts,8,0,0,8
1020,06/08/2020,2020,Jun,Central,SCU,Central Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,2,2
1021,06/08/2020,2020,Jun,Central,SCU,Central Street Crimes Unit,N/A,Felony_LFC,0,0,3,3
1022,06/08/2020,2020,Jun,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Contacts,2,0,0,2
1023,06/08/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,N/A,Contacts,24,0,0,24
1024,06/08/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,2,0,2
1025,06/08/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,N/A,Felony_LFC,0,0,1,1
1026,06/15/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,N/A,Contacts,15,0,0,15
1027,06/15/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,1,0,1
1028,06/15/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,2,2
1029,06/15/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,N/A,Booking_Misd,0,0,1,1
1030,06/15/2020,2020,Jun,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Contacts,11,0,0,11
1031,06/15/2020,2020,Jun,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Booking_Fel,0,0,3,3
1032,06/15/2020,2020,Jun,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Felony_LFC,0,0,3,3
1033,06/15/2020,2020,Jun,MFAC,CRT,Crisis Response Team,N/A,Contacts,2,0,0,2
1034,06/15/2020,2020,Jun,MFAC,CRT,Crisis Response Team,CBI or CRT,Mental_Health,0,2,0,2
1035,06/15/2020,2020,Jun,MFAC,CRT,Crisis Response Team,CBI or Raine,Shelter/Hotel,0,1,0,1
1036,06/15/2020,2020,Jun,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Contacts,3,0,0,3
1037,06/15/2020,2020,Jun,Central,SCU,Central Street Crimes Unit,N/A,Contacts,17,0,0,17
1038,06/15/2020,2020,Jun,Central,SCU,Central Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,5,5
1039,06/15/2020,2020,Jun,Central,SCU,Central Street Crimes Unit,N/A,Booking_Misd,0,0,1,1
1040,06/15/2020,2020,Jun,Central,SCU,Central Street Crimes Unit,N/A,Booking_Fel,0,0,2,2
1041,06/15/2020,2020,Jun,Central,SCU,Central Street Crimes Unit,N/A,Felony_LFC,0,0,3,3
1042,06/15/2020,2020,Jun,Central,BIKES,Bikes,N/A,Contacts,73,0,0,73
1043,06/15/2020,2020,Jun,Central,BIKES,Bikes,CBI or CRT,Mental_Health,0,0,0,0
1044,06/15/2020,2020,Jun,Central,BIKES,Bikes,Triage Line/FIRE,Medical_Health,0,0,0,0
1045,06/15/2020,2020,Jun,Central,BIKES,Bikes,CBI or Raine,Shelter/Hotel,0,4,0,4
1046,06/15/2020,2020,Jun,Central,BIKES,Bikes,N/A,Cite/Release_And_Comm_Court,0,0,23,23
1047,06/15/2020,2020,Jun,Central,BIKES,Bikes,N/A,Booking_Misd,0,0,0,0
1048,06/15/2020,2020,Jun,Central,BIKES,Bikes,N/A,Booking_Fel,0,0,5,5
1049,06/15/2020,2020,Jun,Central,BIKES,Bikes,N/A,Felony_LFC,0,0,3,3
1050,06/22/2020,2020,Jun,Central,BIKES,Bikes,N/A,Contacts,105,0,0,105
1051,06/22/2020,2020,Jun,Central,BIKES,Bikes,CBI or CRT,Mental_Health,0,0,0,0
1052,06/22/2020,2020,Jun,Central,BIKES,Bikes,Triage Line/FIRE,Medical_Health,0,0,0,0
1053,06/22/2020,2020,Jun,Central,BIKES,Bikes,CBI or Raine,Shelter/Hotel,0,0,0,0
1054,06/22/2020,2020,Jun,Central,BIKES,Bikes,N/A,Cite/Release_And_Comm_Court,0,0,39,39
1055,06/22/2020,2020,Jun,Central,BIKES,Bikes,N/A,Booking_Misd,0,0,0,0
1056,06/22/2020,2020,Jun,Central,BIKES,Bikes,N/A,Booking_Fel,0,0,3,3
1057,06/22/2020,2020,Jun,Central,BIKES,Bikes,N/A,Felony_LFC,0,0,8,8
1058,06/22/2020,2020,Jun,Central,SCU,Central Street Crimes Unit,N/A,Contacts,26,0,0,26
1059,06/22/2020,2020,Jun,Central,SCU,Central Street Crimes Unit,CBI or CRT,Mental_Health,0,1,0,1
1060,06/22/2020,2020,Jun,Central,SCU,Central Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,10,10
1061,06/22/2020,2020,Jun,Central,SCU,Central Street Crimes Unit,N/A,Booking_Misd,0,0,2,2
1062,06/22/2020,2020,Jun,Central,SCU,Central Street Crimes Unit,N/A,Booking_Fel,0,0,2,2
1063,06/22/2020,2020,Jun,Central,SCU,Central Street Crimes Unit,N/A,Felony_LFC,0,0,6,6
1064,06/22/2020,2020,Jun,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Contacts,20,0,0,20
1065,06/22/2020,2020,Jun,Red Mtn,SCU,Red Mountain Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,4,0,4
1066,06/22/2020,2020,Jun,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,2,2
1067,06/22/2020,2020,Jun,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Booking_Fel,0,0,3,3
1068,06/22/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,N/A,Contacts,18,0,0,18
1069,06/22/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,4,0,4
1070,06/22/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,5,5
1071,06/22/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,N/A,Booking_Misd,0,0,1,1
1072,06/22/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,N/A,Felony_LFC,0,0,2,2
1073,06/29/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,N/A,Contacts,26,0,0,26
1074,06/29/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,9,0,9
1075,06/29/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,7,7
1076,06/29/2020,2020,Jun,Super,SCU,Superstition Street Crimes Unit,N/A,Booking_Fel,0,0,2,2
1077,06/29/2020,2020,Jun,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Contacts,8,0,0,8
1078,06/29/2020,2020,Jun,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Contacts,2,0,0,2
1079,06/29/2020,2020,Jun,Fiesta,SCU,Fiesta Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,1,0,1
1080,06/29/2020,2020,Jun,Central,SCU,Central Street Crimes Unit,N/A,Contacts,5,0,0,5
1081,06/29/2020,2020,Jun,Central,BIKES,Bikes,N/A,Contacts,59,0,0,59
1082,06/29/2020,2020,Jun,Central,BIKES,Bikes,CBI or Raine,Shelter/Hotel,0,1,0,1
1083,06/29/2020,2020,Jun,Central,BIKES,Bikes,N/A,Cite/Release_And_Comm_Court,0,0,12,12
1084,06/29/2020,2020,Jun,Central,BIKES,Bikes,N/A,Booking_Fel,0,0,6,6
1085,06/29/2020,2020,Jun,Central,BIKES,Bikes,N/A,Felony_LFC,0,0,3,3
1086,07/06/2020,2020,Jul,Central,BIKES,Bikes,N/A,Contacts,73,0,0,73
1087,07/06/2020,2020,Jul,Central,BIKES,Bikes,CBI or CRT,Mental_Health,0,0,0,0
1088,07/06/2020,2020,Jul,Central,BIKES,Bikes,Triage Line/FIRE,Medical_Health,0,0,0,0
1089,07/06/2020,2020,Jul,Central,BIKES,Bikes,CBI or Raine,Shelter/Hotel,0,0,0,0
1090,07/06/2020,2020,Jul,Central,BIKES,Bikes,N/A,Cite/Release_And_Comm_Court,0,0,15,15
1091,07/06/2020,2020,Jul,Central,BIKES,Bikes,N/A,Booking_Misd,0,0,2,2
1092,07/06/2020,2020,Jul,Central,BIKES,Bikes,N/A,Booking_Fel,0,0,1,1
1093,07/06/2020,2020,Jul,Central,BIKES,Bikes,N/A,Felony_LFC,0,0,4,4
1094,07/06/2020,2020,Jul,Central,SCU,Central Street Crimes Unit,N/A,Contacts,22,0,0,22
1095,07/06/2020,2020,Jul,Central,SCU,Central Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,2,0,2
1096,07/06/2020,2020,Jul,Central,SCU,Central Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,4,4
1097,07/06/2020,2020,Jul,Central,SCU,Central Street Crimes Unit,N/A,Booking_Fel,0,0,3,3
1098,07/06/2020,2020,Jul,Central,SCU,Central Street Crimes Unit,N/A,Felony_LFC,0,0,5,5
1099,07/06/2020,2020,Jul,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Contacts,7,0,0,7
1100,07/06/2020,2020,Jul,Fiesta,SCU,Fiesta Street Crimes Unit,Triage Line/FIRE,Medical_Health,0,1,0,1
1101,07/06/2020,2020,Jul,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,1,1
1102,07/06/2020,2020,Jul,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Contacts,10,0,0,10
1103,07/06/2020,2020,Jul,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,1,1
1104,07/06/2020,2020,Jul,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Booking_Misd,0,0,0,0
1105,07/06/2020,2020,Jul,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Booking_Fel,0,0,5,5
1106,07/06/2020,2020,Jul,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Felony_LFC,0,0,1,1
1107,07/06/2020,2020,Jul,Super,SCU,Superstition Street Crimes Unit,N/A,Contacts,19,0,0,19
1108,07/06/2020,2020,Jul,Super,SCU,Superstition Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,3,0,3
1109,07/06/2020,2020,Jul,Super,SCU,Superstition Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,1,1
1110,07/13/2020,2020,Jul,Super,SCU,Superstition Street Crimes Unit,N/A,Contacts,17,0,0,17
1111,07/13/2020,2020,Jul,Super,SCU,Superstition Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,3,0,3
1112,07/13/2020,2020,Jul,Super,SCU,Superstition Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,1,1
1113,07/13/2020,2020,Jul,Super,SCU,Superstition Street Crimes Unit,N/A,Felony_LFC,0,0,1,1
1114,07/13/2020,2020,Jul,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Contacts,12,0,0,12
1115,07/13/2020,2020,Jul,Red Mtn,SCU,Red Mountain Street Crimes Unit,CBI or CRT,Mental_Health,0,2,0,2
1116,07/13/2020,2020,Jul,Red Mtn,SCU,Red Mountain Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,1,0,1
1117,07/13/2020,2020,Jul,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,1,1
1118,07/13/2020,2020,Jul,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Booking_Fel,0,0,4,4
1119,07/13/2020,2020,Jul,Red Mtn,SCU,Red Mountain Street Crimes Unit,N/A,Felony_LFC,0,0,2,2
1120,07/13/2020,2020,Jul,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Contacts,7,0,0,7
1121,07/13/2020,2020,Jul,Fiesta,SCU,Fiesta Street Crimes Unit,CBI or Raine,Shelter/Hotel,0,2,0,2
1122,07/13/2020,2020,Jul,Fiesta,SCU,Fiesta Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,2,2
1123,07/13/2020,2020,Jul,Central,SCU,Central Street Crimes Unit,N/A,Contacts,6,0,0,6
1124,07/13/2020,2020,Jul,Central,SCU,Central Street Crimes Unit,N/A,Cite/Release_And_Comm_Court,0,0,2,2
